model_id,pipeline_name,directory
peft-internal-testing/tiny-random-ResNetForImageClassification,image-classification,tiny-random-ResNetForImageClassification
google/siglip2-so400m-patch14-224,zero-shot-image-classification,siglip2-so400m-patch14-224
OpenMed/OpenMed-NER-GenomicDetect-SnowMed-568M,token-classification,OpenMed-NER-GenomicDetect-SnowMed-568M
mlx-community/whisper-tiny,automatic-speech-recognition,mlx-community__whisper-tiny
OpenMed/OpenMed-NER-SpeciesDetect-ModernMed-149M,token-classification,OpenMed-NER-SpeciesDetect-ModernMed-149M
google/tapas-large-finetuned-sqa,table-question-answering,tapas-large-finetuned-sqa
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-560M,token-classification,OpenMed-NER-PharmaDetect-ElectraMed-560M
FacebookAI/xlm-roberta-large-finetuned-conll03-english,token-classification,xlm-roberta-large-finetuned-conll03-english
monologg/koelectra-base-v3-finetuned-korquad,question-answering,koelectra-base-v3-finetuned-korquad
facebook/wav2vec2-large-robust-ft-libri-960h,automatic-speech-recognition,wav2vec2-large-robust-ft-libri-960h
syafiqfaray/indobert-model-ner,token-classification,indobert-model-ner
ai-forever/sbert_large_nlu_ru,feature-extraction,sbert_large_nlu_ru
jhgan/ko-sbert-sts,sentence-similarity,ko-sbert-sts
google/canine-s,feature-extraction,google__canine-s
OpenMed/OpenMed-NER-DiseaseDetect-ModernClinical-149M,token-classification,OpenMed-NER-DiseaseDetect-ModernClinical-149M
circulus/koelectra-sentiment-v1,text-classification,koelectra-sentiment-v1
circulus/koelectra-wellness-v1,text-classification,koelectra-wellness-v1
timm/inception_v4.tf_in1k,image-classification,inception_v4.tf_in1k
OpenMed/OpenMed-NER-ChemicalDetect-SuperClinical-141M,token-classification,OpenMed-NER-ChemicalDetect-SuperClinical-141M
KoalaAI/Text-Moderation,text-classification,Text-Moderation
OpenMed/OpenMed-NER-ChemicalDetect-BioPatient-108M,token-classification,OpenMed-NER-ChemicalDetect-BioPatient-108M
lightonai/GTE-ModernColBERT-v1,sentence-similarity,GTE-ModernColBERT-v1
OpenMed/OpenMed-NER-DiseaseDetect-BioPatient-108M,token-classification,OpenMed-NER-DiseaseDetect-BioPatient-108M
crypter70/IndoBERT-Sentiment-Analysis,text-classification,IndoBERT-Sentiment-Analysis
OpenMed/OpenMed-NER-ChemicalDetect-BigMed-278M,token-classification,OpenMed-NER-ChemicalDetect-BigMed-278M
hustvl/yolos-tiny,object-detection,yolos-tiny
OpenMed/OpenMed-NER-DNADetect-SuperClinical-141M,token-classification,OpenMed-NER-DNADetect-SuperClinical-141M
Qdrant/Splade_PP_en_v1,sentence-similarity,Splade_PP_en_v1
timm/vit_base_patch16_224.mae,image-feature-extraction,vit_base_patch16_224.mae
OpenMed/OpenMed-NER-DNADetect-BigMed-560M,token-classification,OpenMed-NER-DNADetect-BigMed-560M
OpenMed/OpenMed-NER-PharmaDetect-ModernMed-395M,token-classification,OpenMed-NER-PharmaDetect-ModernMed-395M
imageomics/bioclip-2,zero-shot-image-classification,bioclip-2
OpenMed/OpenMed-NER-ProteinDetect-PubMed-109M,token-classification,OpenMed-NER-ProteinDetect-PubMed-109M
thoriqfy/indobert-emotion-classification,text-classification,indobert-emotion-classification
OpenMed/OpenMed-NER-AnatomyDetect-TinyMed-135M,token-classification,OpenMed-NER-AnatomyDetect-TinyMed-135M
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-560M,token-classification,OpenMed-NER-GenomicDetect-ElectraMed-560M
OpenMed/OpenMed-NER-PharmaDetect-PubMed-335M,token-classification,OpenMed-NER-PharmaDetect-PubMed-335M
OpenMed/OpenMed-NER-DiseaseDetect-SuperClinical-184M,token-classification,OpenMed-NER-DiseaseDetect-SuperClinical-184M
OpenMed/OpenMed-NER-PathologyDetect-TinyMed-82M,token-classification,OpenMed-NER-PathologyDetect-TinyMed-82M
OpenMed/OpenMed-NER-PathologyDetect-PubMed-v2-109M,token-classification,OpenMed-NER-PathologyDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-AnatomyDetect-PubMed-v2-109M,token-classification,OpenMed-NER-AnatomyDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-ProteinDetect-TinyMed-65M,token-classification,OpenMed-NER-ProteinDetect-TinyMed-65M
NovaSearch/stella_en_400M_v5,sentence-similarity,stella_en_400M_v5
naver/efficient-splade-VI-BT-large-query,fill-mask,efficient-splade-VI-BT-large-query
OpenMed/OpenMed-NER-DNADetect-ModernMed-395M,token-classification,OpenMed-NER-DNADetect-ModernMed-395M
OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-560M,token-classification,OpenMed-NER-BloodCancerDetect-BigMed-560M
OpenMed/OpenMed-NER-OrganismDetect-ElectraMed-33M,token-classification,OpenMed-NER-OrganismDetect-ElectraMed-33M
OpenMed/OpenMed-NER-PharmaDetect-MultiMed-568M,token-classification,OpenMed-NER-PharmaDetect-MultiMed-568M
OpenMed/OpenMed-NER-PathologyDetect-BigMed-278M,token-classification,OpenMed-NER-PathologyDetect-BigMed-278M
OpenMed/OpenMed-NER-OrganismDetect-MultiMed-335M,token-classification,OpenMed-NER-OrganismDetect-MultiMed-335M
OpenMed/OpenMed-NER-DNADetect-ModernMed-149M,token-classification,OpenMed-NER-DNADetect-ModernMed-149M
OpenMed/OpenMed-NER-GenomeDetect-ModernClinical-395M,token-classification,OpenMed-NER-GenomeDetect-ModernClinical-395M
timm/vit_base_patch16_224.dino,image-feature-extraction,vit_base_patch16_224.dino
paige-ai/Virchow2,image-feature-extraction,Virchow2
OpenMed/OpenMed-NER-AnatomyDetect-ElectraMed-33M,token-classification,OpenMed-NER-AnatomyDetect-ElectraMed-33M
OpenMed/OpenMed-NER-DiseaseDetect-BioMed-109M,token-classification,OpenMed-NER-DiseaseDetect-BioMed-109M
segment-any-text/sat-12l-sm,token-classification,sat-12l-sm
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-335M,token-classification,OpenMed-NER-BloodCancerDetect-ElectraMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-BioPatient-108M,token-classification,OpenMed-NER-BloodCancerDetect-BioPatient-108M
OpenMed/OpenMed-NER-AnatomyDetect-BigMed-560M,token-classification,OpenMed-NER-AnatomyDetect-BigMed-560M
ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli,text-classification,roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli
OpenMed/OpenMed-NER-ChemicalDetect-TinyMed-66M,token-classification,OpenMed-NER-ChemicalDetect-TinyMed-66M
OpenMed/OpenMed-NER-DiseaseDetect-MultiMed-568M,token-classification,OpenMed-NER-DiseaseDetect-MultiMed-568M
OpenMed/OpenMed-NER-PharmaDetect-PubMed-109M,token-classification,OpenMed-NER-PharmaDetect-PubMed-109M
google/vit-large-patch16-224,image-classification,vit-large-patch16-224
timm/vit_large_patch14_dinov2.lvd142m,image-feature-extraction,vit_large_patch14_dinov2.lvd142m
OpenMed/OpenMed-NER-GenomeDetect-ElectraMed-335M,token-classification,OpenMed-NER-GenomeDetect-ElectraMed-335M
OpenMed/OpenMed-NER-DNADetect-EuroMed-212M,token-classification,OpenMed-NER-DNADetect-EuroMed-212M
OpenMed/OpenMed-NER-AnatomyDetect-ModernClinical-395M,token-classification,OpenMed-NER-AnatomyDetect-ModernClinical-395M
OpenMed/OpenMed-NER-SpeciesDetect-MultiMed-568M,token-classification,OpenMed-NER-SpeciesDetect-MultiMed-568M
OpenMed/OpenMed-NER-ProteinDetect-ModernMed-149M,token-classification,OpenMed-NER-ProteinDetect-ModernMed-149M
OpenMed/OpenMed-NER-OrganismDetect-ElectraMed-335M,token-classification,OpenMed-NER-OrganismDetect-ElectraMed-335M
OpenMed/OpenMed-NER-ProteinDetect-PubMed-335M,token-classification,OpenMed-NER-ProteinDetect-PubMed-335M
jinaai/jina-embeddings-v5-text-nano-retrieval,sentence-similarity,jina-embeddings-v5-text-nano-retrieval
BAAI/bge-large-en,feature-extraction,bge-large-en
facebook/wav2vec2-large-es-voxpopuli,automatic-speech-recognition,wav2vec2-large-es-voxpopuli
OpenMed/OpenMed-NER-OrganismDetect-MultiMed-568M,token-classification,OpenMed-NER-OrganismDetect-MultiMed-568M
OpenMed/OpenMed-NER-GenomeDetect-MultiMed-568M,token-classification,OpenMed-NER-GenomeDetect-MultiMed-568M
facebook/sam2.1-hiera-large,mask-generation,sam2.1-hiera-large
OpenMed/OpenMed-NER-PathologyDetect-ModernMed-395M,token-classification,OpenMed-NER-PathologyDetect-ModernMed-395M
OpenMed/OpenMed-NER-OrganismDetect-SuperMedical-125M,token-classification,OpenMed-NER-OrganismDetect-SuperMedical-125M
OpenMed/OpenMed-NER-OncologyDetect-TinyMed-65M,token-classification,OpenMed-NER-OncologyDetect-TinyMed-65M
PaddlePaddle/PP-OCRv5_mobile_rec,image-to-text,PP-OCRv5_mobile_rec
madhurjindal/autonlp-Gibberish-Detector-492513457,text-classification,autonlp-Gibberish-Detector-492513457
ai-sage/GigaAM-v3,automatic-speech-recognition,GigaAM-v3
OpenMed/OpenMed-NER-PharmaDetect-SnowMed-568M,token-classification,OpenMed-NER-PharmaDetect-SnowMed-568M
OpenMed/OpenMed-NER-OrganismDetect-ElectraMed-560M,token-classification,OpenMed-NER-OrganismDetect-ElectraMed-560M
smp-hub/efficientnet-b2.imagenet,image-classification,efficientnet-b2.imagenet
facebook/dino-vits16,image-feature-extraction,dino-vits16
flair/ner-english-large,token-classification,ner-english-large
OpenMed/OpenMed-NER-AnatomyDetect-MultiMed-335M,token-classification,OpenMed-NER-AnatomyDetect-MultiMed-335M
MahmoodLab/CONCH,image-feature-extraction,CONCH
Anzhc/Anzhcs_YOLOs,object-detection,Anzhcs_YOLOs
OpenMed/OpenMed-NER-ProteinDetect-PubMed-v2-109M,token-classification,OpenMed-NER-ProteinDetect-PubMed-v2-109M
sentence-transformers/multi-qa-MiniLM-L6-dot-v1,sentence-similarity,multi-qa-MiniLM-L6-dot-v1
OpenMed/OpenMed-NER-DiseaseDetect-PubMed-335M,token-classification,OpenMed-NER-DiseaseDetect-PubMed-335M
OpenMed/privacy-filter-nemotron,token-classification,privacy-filter-nemotron
facebook/metaclip-2-worldwide-giant-378,zero-shot-image-classification,metaclip-2-worldwide-giant-378
Hate-speech-CNERG/indic-abusive-allInOne-MuRIL,text-classification,indic-abusive-allInOne-MuRIL
facebook/dinov3-vith16plus-pretrain-lvd1689m,image-feature-extraction,dinov3-vith16plus-pretrain-lvd1689m
PirateXX/AI-Content-Detector,text-classification,AI-Content-Detector
google/siglip2-so400m-patch16-384,zero-shot-image-classification,siglip2-so400m-patch16-384
argmaxinc/speakerkit-pro,automatic-speech-recognition,speakerkit-pro
Oriserve/Whisper-Hindi2Hinglish-Prime,automatic-speech-recognition,Whisper-Hindi2Hinglish-Prime
OpenMed/OpenMed-NER-AnatomyDetect-BioMed-109M,token-classification,OpenMed-NER-AnatomyDetect-BioMed-109M
OpenMed/OpenMed-NER-OncologyDetect-BigMed-560M,token-classification,OpenMed-NER-OncologyDetect-BigMed-560M
rtr46/meiki.text.detect.v0,image-to-text,meiki.text.detect.v0
OpenMed/OpenMed-NER-OrganismDetect-SuperClinical-184M,token-classification,OpenMed-NER-OrganismDetect-SuperClinical-184M
OpenMed/OpenMed-NER-GenomeDetect-ElectraMed-33M,token-classification,OpenMed-NER-GenomeDetect-ElectraMed-33M
unslothai/colab,feature-extraction,colab
OpenMed/OpenMed-NER-ChemicalDetect-ModernClinical-149M,token-classification,OpenMed-NER-ChemicalDetect-ModernClinical-149M
timm/regnety_032.ra_in1k,image-classification,regnety_032.ra_in1k
OpenMed/OpenMed-NER-DiseaseDetect-SuperMedical-125M,token-classification,OpenMed-NER-DiseaseDetect-SuperMedical-125M
timm/mobilenetv2_100.ra_in1k,image-classification,mobilenetv2_100.ra_in1k
OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-66M,token-classification,OpenMed-NER-DiseaseDetect-TinyMed-66M
OpenMed/OpenMed-NER-DNADetect-PubMed-109M,token-classification,OpenMed-NER-DNADetect-PubMed-109M
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-33M,token-classification,OpenMed-NER-PharmaDetect-ElectraMed-33M
OpenMed/OpenMed-NER-SpeciesDetect-ElectraMed-560M,token-classification,OpenMed-NER-SpeciesDetect-ElectraMed-560M
timm/efficientnet_b4.ra2_in1k,image-classification,efficientnet_b4.ra2_in1k
OpenMed/OpenMed-NER-DNADetect-ElectraMed-109M,token-classification,OpenMed-NER-DNADetect-ElectraMed-109M
emrecan/bert-base-turkish-cased-mean-nli-stsb-tr,sentence-similarity,bert-base-turkish-cased-mean-nli-stsb-tr
pysentimiento/bert-it-sentiment,text-classification,bert-it-sentiment
OpenMed/OpenMed-NER-PathologyDetect-PubMed-335M,token-classification,OpenMed-NER-PathologyDetect-PubMed-335M
OpenMed/OpenMed-NER-ChemicalDetect-PubMed-109M,token-classification,OpenMed-NER-ChemicalDetect-PubMed-109M
michaelfeil/bge-small-en-v1.5,feature-extraction,michaelfeil__bge-small-en-v1_5
OpenMed/OpenMed-NER-PathologyDetect-MultiMed-335M,token-classification,OpenMed-NER-PathologyDetect-MultiMed-335M
OpenMed/OpenMed-NER-OrganismDetect-ModernClinical-395M,token-classification,OpenMed-NER-OrganismDetect-ModernClinical-395M
facebook/roberta-hate-speech-dynabench-r4-target,text-classification,roberta-hate-speech-dynabench-r4-target
OpenMed/OpenMed-NER-PathologyDetect-EuroMed-212M,token-classification,OpenMed-NER-PathologyDetect-EuroMed-212M
OpenMed/OpenMed-ZeroShot-NER-Disease-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Disease-Multi-209M
OpenMed/OpenMed-NER-AnatomyDetect-BioMed-335M,token-classification,OpenMed-NER-AnatomyDetect-BioMed-335M
OpenMed/OpenMed-NER-AnatomyDetect-TinyMed-65M,token-classification,OpenMed-NER-AnatomyDetect-TinyMed-65M
OpenMed/OpenMed-NER-AnatomyDetect-SuperClinical-141M,token-classification,OpenMed-NER-AnatomyDetect-SuperClinical-141M
OpenMed/OpenMed-NER-ChemicalDetect-EuroMed-212M,token-classification,OpenMed-NER-ChemicalDetect-EuroMed-212M
OpenMed/OpenMed-NER-OrganismDetect-ModernMed-149M,token-classification,OpenMed-NER-OrganismDetect-ModernMed-149M
OpenMed/OpenMed-NER-SpeciesDetect-SuperClinical-434M,token-classification,OpenMed-NER-SpeciesDetect-SuperClinical-434M
saattrupdan/nbailab-base-ner-scandi,token-classification,nbailab-base-ner-scandi
deepdml/faster-whisper-large-v3-turbo-ct2,automatic-speech-recognition,faster-whisper-large-v3-turbo-ct2
OpenMed/OpenMed-NER-OncologyDetect-BioMed-335M,token-classification,OpenMed-NER-OncologyDetect-BioMed-335M
OpenMed/OpenMed-NER-PharmaDetect-ModernClinical-395M,token-classification,OpenMed-NER-PharmaDetect-ModernClinical-395M
dslim/bert-base-NER-uncased,token-classification,bert-base-NER-uncased
yangheng/deberta-v3-base-absa-v1.1,text-classification,deberta-v3-base-absa-v1.1
neulab/codebert-python,fill-mask,codebert-python
OpenMed/OpenMed-NER-PharmaDetect-BioClinical-108M,token-classification,OpenMed-NER-PharmaDetect-BioClinical-108M
OpenMed/OpenMed-NER-DiseaseDetect-BigMed-560M,token-classification,OpenMed-NER-DiseaseDetect-BigMed-560M
OpenMed/OpenMed-NER-PharmaDetect-TinyMed-82M,token-classification,OpenMed-NER-PharmaDetect-TinyMed-82M
OpenMed/OpenMed-NER-PathologyDetect-BioPatient-108M,token-classification,OpenMed-NER-PathologyDetect-BioPatient-108M
OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-278M,token-classification,OpenMed-NER-BloodCancerDetect-BigMed-278M
OpenMed/OpenMed-NER-OncologyDetect-TinyMed-82M,token-classification,OpenMed-NER-OncologyDetect-TinyMed-82M
timm/repvit_m1.dist_in1k,image-classification,repvit_m1.dist_in1k
microsoft/wavlm-base,feature-extraction,wavlm-base
DiTy/bi-encoder-russian-msmarco,sentence-similarity,bi-encoder-russian-msmarco
ncbi/MedCPT-Article-Encoder,feature-extraction,MedCPT-Article-Encoder
Xenova/whisper-tiny.en,automatic-speech-recognition,whisper-tiny_en
MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,zero-shot-classification,deberta-v3-xsmall-zeroshot-v1.1-all-33
eustlb/higgs-audio-v2-tokenizer,feature-extraction,higgs-audio-v2-tokenizer
GozdeA/finetuned-bertweet-poskd3,token-classification,finetuned-bertweet-poskd3
naver/efficient-splade-VI-BT-large-doc,feature-extraction,efficient-splade-VI-BT-large-doc
OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-135M,token-classification,OpenMed-NER-DiseaseDetect-TinyMed-135M
vinid/plip,zero-shot-image-classification,plip
prs-eth/marigold-depth-v1-0,depth-estimation,marigold-depth-v1-0
microsoft/resnet-18,image-classification,resnet-18
nvidia/mit-b2,image-classification,mit-b2
LukeJacob2023/nsfw-image-detector,image-classification,nsfw-image-detector
nlpconnect/vit-gpt2-image-captioning,image-to-text,vit-gpt2-image-captioning
BAAI/bge-small-zh,feature-extraction,bge-small-zh
timm/resnet50d.ra2_in1k,image-classification,resnet50d.ra2_in1k
OpenMed/OpenMed-NER-PathologyDetect-ModernClinical-395M,token-classification,OpenMed-NER-PathologyDetect-ModernClinical-395M
tohoku-nlp/bert-base-japanese-char-v2,fill-mask,bert-base-japanese-char-v2
embaas/sentence-transformers-e5-large-v2,sentence-similarity,sentence-transformers-e5-large-v2
shahrukhx01/question-vs-statement-classifier,text-classification,question-vs-statement-classifier
google/siglip2-large-patch16-256,zero-shot-image-classification,siglip2-large-patch16-256
jonatasgrosman/wav2vec2-xls-r-1b-portuguese,automatic-speech-recognition,wav2vec2-xls-r-1b-portuguese
OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-82M,token-classification,OpenMed-NER-DiseaseDetect-TinyMed-82M
akdeniz27/bert-base-turkish-cased-ner,token-classification,bert-base-turkish-cased-ner
nvidia/mit-b0,image-classification,mit-b0
OpenMed/OpenMed-NER-DNADetect-ElectraMed-560M,token-classification,OpenMed-NER-DNADetect-ElectraMed-560M
OpenMed/OpenMed-NER-DiseaseDetect-SnowMed-568M,token-classification,OpenMed-NER-DiseaseDetect-SnowMed-568M
OpenMed/OpenMed-NER-ChemicalDetect-SuperMedical-355M,token-classification,OpenMed-NER-ChemicalDetect-SuperMedical-355M
shi-labs/oneformer_coco_swin_large,image-segmentation,oneformer_coco_swin_large
peft-internal-testing/tiny-random-BertModel,feature-extraction,tiny-random-BertModel
OpenMed/OpenMed-NER-ProteinDetect-ElectraMed-560M,token-classification,OpenMed-NER-ProteinDetect-ElectraMed-560M
OpenMed/OpenMed-NER-AnatomyDetect-PubMed-335M,token-classification,OpenMed-NER-AnatomyDetect-PubMed-335M
OpenMed/OpenMed-NER-DNADetect-TinyMed-82M,token-classification,OpenMed-NER-DNADetect-TinyMed-82M
OpenMed/OpenMed-NER-PharmaDetect-MultiMed-335M,token-classification,OpenMed-NER-PharmaDetect-MultiMed-335M
OpenMed/OpenMed-NER-AnatomyDetect-EuroMed-212M,token-classification,OpenMed-NER-AnatomyDetect-EuroMed-212M
OpenMed/OpenMed-NER-ChemicalDetect-SuperClinical-184M,token-classification,OpenMed-NER-ChemicalDetect-SuperClinical-184M
cointegrated/rubert-tiny,fill-mask,rubert-tiny
OpenMed/OpenMed-NER-PharmaDetect-BioMed-335M,token-classification,OpenMed-NER-PharmaDetect-BioMed-335M
distilbert/distilbert-base-uncased-distilled-squad,question-answering,distilbert-base-uncased-distilled-squad
OpenMed/OpenMed-NER-PathologyDetect-ElectraMed-33M,token-classification,OpenMed-NER-PathologyDetect-ElectraMed-33M
OpenMed/OpenMed-NER-BloodCancerDetect-MultiMed-335M,token-classification,OpenMed-NER-BloodCancerDetect-MultiMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-SuperMedical-125M,token-classification,OpenMed-NER-BloodCancerDetect-SuperMedical-125M
OpenMed/OpenMed-NER-GenomeDetect-SnowMed-568M,token-classification,OpenMed-NER-GenomeDetect-SnowMed-568M
MMG/xlm-roberta-large-ner-spanish,token-classification,xlm-roberta-large-ner-spanish
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-33M,token-classification,OpenMed-NER-GenomicDetect-ElectraMed-33M
unitary/unbiased-toxic-roberta,text-classification,unbiased-toxic-roberta
MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,zero-shot-classification,DeBERTa-v3-large-mnli-fever-anli-ling-wanli
OpenMed/OpenMed-NER-OncologyDetect-SnowMed-568M,token-classification,OpenMed-NER-OncologyDetect-SnowMed-568M
OpenMed/OpenMed-NER-AnatomyDetect-SuperClinical-184M,token-classification,OpenMed-NER-AnatomyDetect-SuperClinical-184M
OpenMed/OpenMed-NER-GenomicDetect-SuperClinical-184M,token-classification,OpenMed-NER-GenomicDetect-SuperClinical-184M
OpenMed/OpenMed-NER-AnatomyDetect-ModernClinical-149M,token-classification,OpenMed-NER-AnatomyDetect-ModernClinical-149M
OpenMed/OpenMed-NER-PathologyDetect-SuperClinical-141M,token-classification,OpenMed-NER-PathologyDetect-SuperClinical-141M
OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-65M,token-classification,OpenMed-NER-DiseaseDetect-TinyMed-65M
Qdrant/bge-base-en-v1.5-onnx-Q,sentence-similarity,bge-base-en-v1.5-onnx-Q
OpenMed/OpenMed-NER-OrganismDetect-BioClinical-108M,token-classification,OpenMed-NER-OrganismDetect-BioClinical-108M
OpenMed/OpenMed-NER-DNADetect-PubMed-335M,token-classification,OpenMed-NER-DNADetect-PubMed-335M
OpenMed/OpenMed-NER-GenomicDetect-BioPatient-108M,token-classification,OpenMed-NER-GenomicDetect-BioPatient-108M
OpenMed/OpenMed-NER-SpeciesDetect-BioClinical-108M,token-classification,OpenMed-NER-SpeciesDetect-BioClinical-108M
OpenMed/OpenMed-NER-GenomeDetect-BioPatient-108M,token-classification,OpenMed-NER-GenomeDetect-BioPatient-108M
OpenMed/OpenMed-NER-GenomicDetect-ModernClinical-149M,token-classification,OpenMed-NER-GenomicDetect-ModernClinical-149M
OpenMed/OpenMed-NER-DiseaseDetect-PubMed-109M,token-classification,OpenMed-NER-DiseaseDetect-PubMed-109M
ealvaradob/bert-finetuned-phishing,text-classification,bert-finetuned-phishing
OpenMed/OpenMed-NER-PharmaDetect-SuperClinical-141M,token-classification,OpenMed-NER-PharmaDetect-SuperClinical-141M
prov-gigapath/prov-gigapath,image-feature-extraction,prov-gigapath
OpenMed/OpenMed-NER-OncologyDetect-SuperClinical-141M,token-classification,OpenMed-NER-OncologyDetect-SuperClinical-141M
OpenMed/OpenMed-NER-OrganismDetect-SuperMedical-355M,token-classification,OpenMed-NER-OrganismDetect-SuperMedical-355M
facebook/convnextv2-tiny-22k-224,image-classification,convnextv2-tiny-22k-224
PekingU/rtdetr_r50vd,object-detection,rtdetr_r50vd
setu4993/LEALLA-base,sentence-similarity,LEALLA-base
jonatasgrosman/wav2vec2-large-xlsr-53-english,automatic-speech-recognition,wav2vec2-large-xlsr-53-english
OpenMed/OpenMed-PII-SuperClinical-Large-434M-v1,token-classification,OpenMed-PII-SuperClinical-Large-434M-v1
OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-82M,token-classification,OpenMed-NER-BloodCancerDetect-TinyMed-82M
OpenMed/OpenMed-NER-ChemicalDetect-SuperMedical-125M,token-classification,OpenMed-NER-ChemicalDetect-SuperMedical-125M
jhu-clsp/ettin-encoder-68m,fill-mask,ettin-encoder-68m
openai/whisper-tiny.en,automatic-speech-recognition,openai__whisper-tiny_en
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-109M,token-classification,OpenMed-NER-PharmaDetect-ElectraMed-109M
timm/tf_efficientnet_b5.ns_jft_in1k,image-classification,tf_efficientnet_b5.ns_jft_in1k
optimum-intel-internal-testing/stsb-bert-tiny-safetensors,sentence-similarity,optimum-intel-internal-testing__stsb-bert-tiny-safetensors
smp-hub/efficientnet-b3.imagenet,image-classification,efficientnet-b3.imagenet
depth-anything/DA3-LARGE-1.1,depth-estimation,DA3-LARGE-1.1
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-109M,token-classification,OpenMed-NER-BloodCancerDetect-ElectraMed-109M
OpenMed/OpenMed-NER-BloodCancerDetect-SuperClinical-184M,token-classification,OpenMed-NER-BloodCancerDetect-SuperClinical-184M
OpenMed/OpenMed-NER-GenomicDetect-BioMed-335M,token-classification,OpenMed-NER-GenomicDetect-BioMed-335M
OpenMed/OpenMed-NER-GenomeDetect-BigMed-560M,token-classification,OpenMed-NER-GenomeDetect-BigMed-560M
timm/levit_256.fb_dist_in1k,image-classification,levit_256.fb_dist_in1k
OpenMed/OpenMed-NER-SpeciesDetect-BioMed-109M,token-classification,OpenMed-NER-SpeciesDetect-BioMed-109M
Octen/Octen-Embedding-4B,sentence-similarity,Octen-Embedding-4B
OpenMed/OpenMed-NER-AnatomyDetect-SuperMedical-125M,token-classification,OpenMed-NER-AnatomyDetect-SuperMedical-125M
OpenMed/OpenMed-NER-OncologyDetect-EuroMed-212M,token-classification,OpenMed-NER-OncologyDetect-EuroMed-212M
OpenMed/OpenMed-NER-DNADetect-BioClinical-108M,token-classification,OpenMed-NER-DNADetect-BioClinical-108M
OpenMed/OpenMed-NER-GenomicDetect-TinyMed-82M,token-classification,OpenMed-NER-GenomicDetect-TinyMed-82M
OpenMed/OpenMed-NER-PharmaDetect-ModernMed-149M,token-classification,OpenMed-NER-PharmaDetect-ModernMed-149M
Xenova/bart-large-mnli,zero-shot-classification,Xenova__bart-large-mnli
OpenMed/OpenMed-NER-AnatomyDetect-ElectraMed-335M,token-classification,OpenMed-NER-AnatomyDetect-ElectraMed-335M
laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,zero-shot-image-classification,CLIP-ViT-bigG-14-laion2B-39B-b160k
MoritzLaurer/bge-m3-zeroshot-v2.0,zero-shot-classification,bge-m3-zeroshot-v2.0
OpenMed/OpenMed-NER-ProteinDetect-SuperClinical-434M,token-classification,OpenMed-NER-ProteinDetect-SuperClinical-434M
joeddav/bart-large-mnli-yahoo-answers,zero-shot-classification,bart-large-mnli-yahoo-answers
OpenMed/OpenMed-NER-DiseaseDetect-ModernMed-149M,token-classification,OpenMed-NER-DiseaseDetect-ModernMed-149M
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-33M,token-classification,OpenMed-NER-BloodCancerDetect-ElectraMed-33M
sentence-transformers/multi-qa-distilbert-cos-v1,sentence-similarity,multi-qa-distilbert-cos-v1
mixedbread-ai/mxbai-edge-colbert-v0-32m,sentence-similarity,mxbai-edge-colbert-v0-32m
docling-project/DocumentFigureClassifier-v2.5,image-classification,DocumentFigureClassifier-v2.5
flair/ner-spanish-large,token-classification,ner-spanish-large
ibm-granite/granite-embedding-107m-multilingual,sentence-similarity,granite-embedding-107m-multilingual
protectai/unbiased-toxic-roberta-onnx,token-classification,unbiased-toxic-roberta-onnx
google/vit-large-patch16-224-in21k,image-feature-extraction,vit-large-patch16-224-in21k
OpenMed/OpenMed-NER-OncologyDetect-BioPatient-108M,token-classification,OpenMed-NER-OncologyDetect-BioPatient-108M
OpenMed/OpenMed-NER-GenomeDetect-ElectraMed-109M,token-classification,OpenMed-NER-GenomeDetect-ElectraMed-109M
LiquidAI/LFM2-ColBERT-350M,sentence-similarity,LFM2-ColBERT-350M
mrm8488/bert-spanish-cased-finetuned-ner,token-classification,bert-spanish-cased-finetuned-ner
sentence-transformers/paraphrase-distilroberta-base-v1,sentence-similarity,paraphrase-distilroberta-base-v1
facebook/esm1v_t33_650M_UR90S_2,fill-mask,esm1v_t33_650M_UR90S_2
